season	episode	scene	utterance	speaker	transcript	tokens	emotion	ID
s01	e08	c04	u011	['Phoebe Buffay']	Maybe that's 'cause she's not really gone.	"[['Maybe', 'that', ""'s"", ""'cause"", 'she', ""'s"", 'not', 'really', 'gone', '.']]"	Neutral	s01e08c04u011
s01	e08	c04	u012	['Ross Geller']	Nono, she's gone.	"[['Nono', ',', 'she', ""'s"", 'gone', '.']]"	Neutral	s01e08c04u012
s01	e08	c04	u013	['Monica Geller']	We checked. A lot.	[['We', 'checked', '.'], ['A', 'lot', '.']]	Neutral	s01e08c04u013
s01	e08	c04	u014	['Phoebe Buffay']	Hm, I mean maybe no-one ever really goes. Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know? Oh! And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know? ...I miss her.	"[['Hm', ',', 'I', 'mean', 'maybe', 'no', '-', 'one', 'ever', 'really', 'goes', '.'], ['Ever', 'since', 'my', 'mom', 'died', ',', 'every', 'now', 'and', 'then', ',', 'I', 'get', 'the', 'feeling', 'that', 'she', ""'s"", 'like', 'right', 'here', ',', ""y'know"", '?'], ['Oh', '!'], ['And', 'Debbie', ',', 'my', 'best', 'friend', 'from', 'junior', 'high', '-', 'got', 'struck', 'by', 'lightning', 'on', 'a', 'miniature', 'golf', 'course', '-', 'I', 'always', 'get', 'this', 'really', 'strong', 'Debbie', 'vibe', 'whenever', 'I', 'use', 'one', 'of', 'those', 'little', 'yellow', 'pencils', ',', ""y'know"", '?'], ['...'], ['I', 'miss', 'her', '.']]"	Sad	s01e08c04u014
s01	e08	c04	u015	['Rachel Green']	Aw. Hey, Pheebs, want this?	[['Aw', '.'], ['Hey', ',', 'Pheebs', ',', 'want', 'this', '?']]	Peaceful	s01e08c04u015
s01	e08	c04	u016	['Phoebe Buffay']	Thanks!	[['Thanks', '!']]	Joyful	s01e08c04u016
s01	e08	c04	u017	['Rachel Green']	Sure. I just sharpened her this morning.	[['Sure', '.'], ['I', 'just', 'sharpened', 'her', 'this', 'morning', '.']]	Neutral	s01e08c04u017
s01	e08	c04	u018	['Joey Tribbiani']	Now, see, I don't believe any of that. I think once you're dead, you're dead! You're gone! You're worm food! ...So Chandler looks gay, huh?	"[['Now', ',', 'see', ',', 'I', 'do', ""n't"", 'believe', 'any', 'of', 'that', '.'], ['I', 'think', 'once', 'you', ""'re"", 'dead', ',', 'you', ""'re"", 'dead', '!'], ['You', ""'re"", 'gone', '!'], ['You', ""'re"", 'worm', 'food', '!'], ['...'], ['So', 'Chandler', 'looks', 'gay', ',', 'huh', '?']]"	Neutral	s01e08c04u018
s01	e08	c04	u019	['Phoebe Buffay']	Y'know, I dunno who this is, but it's not Debbie.	"[[""Y'know"", ',', 'I', 'du', 'n', 'no', 'who', 'this', 'is', ',', 'but', 'it', ""'s"", 'not', 'Debbie', '.']]"	Neutral	s01e08c04u019
s01	e08	c05	u001	['Ross Geller']	I thought it was gonna be a closed casket.	[['I', 'thought', 'it', 'was', 'gon', 'na', 'be', 'a', 'closed', 'casket', '.']]	Neutral	s01e08c05u001
s01	e08	c05	u002	['Judy Geller']	Well, that doesn't mean she can't look nice!	"[['Well', ',', 'that', 'does', ""n't"", 'mean', 'she', 'ca', ""n't"", 'look', 'nice', '!']]"	Joyful	s01e08c05u002
s01	e08	c05	u004	['Judy Geller']	Sweetie, you think you can get in there?	[['Sweetie', ',', 'you', 'think', 'you', 'can', 'get', 'in', 'there', '?']]	Neutral	s01e08c05u004
s01	e08	c05	u005	['Ross Geller']	I don't see why not.	"[['I', 'do', ""n't"", 'see', 'why', 'not', '.']]"	Mad	s01e08c05u005
s01	e08	c05	u007	['Ross Geller']	Here's my retainer!	"[['Here', ""'s"", 'my', 'retainer', '!']]"	Joyful	s01e08c05u007
s01	e08	c06	u001	['Ross Geller']	I was just thinking. When my time comes-	[['I', 'was', 'just', 'thinking', '.'], ['When', 'my', 'time', 'comes', '-']]	Neutral	s01e08c06u001
s01	e08	c06	u002	['Monica Geller']	Dad!	[['Dad', '!']]	Scared	s01e08c06u002
s01	e08	c06	u003	['Ross Geller']	Listen to me! When my time comes, I wanna be buried at sea.	[['Listen', 'to', 'me', '!'], ['When', 'my', 'time', 'comes', ',', 'I', 'wan', 'na', 'be', 'buried', 'at', 'sea', '.']]	Neutral	s01e08c06u003
s01	e08	c06	u004	['Monica Geller']	You what?	[['You', 'what', '?']]	Scared	s01e08c06u004
s01	e08	c06	u005	['Ross Geller']	I wanna be buried at sea, it looks like fun.	[['I', 'wan', 'na', 'be', 'buried', 'at', 'sea', ',', 'it', 'looks', 'like', 'fun', '.']]	Joyful	s01e08c06u005
s01	e08	c06	u006	['Monica Geller']	Define fun.	[['Define', 'fun', '.']]	Neutral	s01e08c06u006
s01	e08	c06	u007	['Ross Geller']	C'mon, you'll make a day of it! You'll rent a boat, pack a lunch...	"[[""C'mon"", ',', 'you', ""'ll"", 'make', 'a', 'day', 'of', 'it', '!'], ['You', ""'ll"", 'rent', 'a', 'boat', ',', 'pack', 'a', 'lunch', '...']]"	Joyful	s01e08c06u007
s01	e08	c06	u008	['Monica Geller']	...And then we throw your body in the water... Gee, that does sound fun.	[['...'], ['And', 'then', 'we', 'throw', 'your', 'body', 'in', 'the', 'water', '...'], ['Gee', ',', 'that', 'does', 'sound', 'fun', '.']]	Scared	s01e08c06u008
s01	e08	c06	u009	['Ross Geller']	Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'.	"[['Everyone', 'thinks', 'they', 'know', 'me', '.'], ['Everyone', 'says', ""'"", 'Jack', 'Geller', ',', 'so', 'predictable', ""'"", '.'], ['Maybe', 'after', 'I', ""'m"", 'gone', ',', 'they', ""'ll"", 'say', ""'"", 'Buried', 'at', 'sea', '!'], ['Huh', '!'], [""'"", '.']]"	Joyful	s01e08c06u009
s01	e08	c06	u010	['Monica Geller']	That's probably what they'll say.	"[['That', ""'s"", 'probably', 'what', 'they', ""'ll"", 'say', '.']]"	Neutral	s01e08c06u010
s01	e08	c06	u011	['Ross Geller']	I'd like that.	"[['I', ""'d"", 'like', 'that', '.']]"	Neutral	s01e08c06u011
s01	e08	c07	u001	['Chandler Bing']	Hey, gorgeous.	[['Hey', ',', 'gorgeous', '.']]	Joyful	s01e08c07u001
s01	e08	c07	u002	['Shelley']	Hey. Look, I'm sorry about yesterday, I, um-	"[['Hey', '.'], ['Look', ',', 'I', ""'m"", 'sorry', 'about', 'yesterday', ',', 'I', ',', 'um', '-']]"	Neutral	s01e08c07u002
s01	e08	c07	u003	['Chandler Bing']	No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake.	"[['No', ',', 'nono', ',', 'do', ""n't"", '-', 'do', ""n't"", 'worry', 'about', 'it', '.'], ['Believe', 'me', ',', 'apparently', 'other', 'people', 'have', 'made', 'the', 'same', 'mistake', '.']]"	Joyful	s01e08c07u003
s01	e08	c07	u004	['Shelley']	Oh! Okay! Phew!	[['Oh', '!'], ['Okay', '!'], ['Phew', '!']]	Joyful	s01e08c07u004
s01	e08	c07	u005	['Chandler Bing']	So, uh... what do you think it is about me?	[['So', ',', 'uh', '...'], ['what', 'do', 'you', 'think', 'it', 'is', 'about', 'me', '?']]	Neutral	s01e08c07u005
s01	e08	c07	u006	['Shelley']	I dunno, uh... you just have a-a...	[['I', 'du', 'n', 'no', ',', 'uh', '...'], ['you', 'just', 'have', 'a-a', '...']]	Neutral	s01e08c07u006
s01	e08	c07	u007	['Chandler Bing']	...Quality, right, great.	[['...'], ['Quality', ',', 'right', ',', 'great', '.']]	Joyful	s01e08c07u007
s01	e08	c07	u008	['Shelley']	Y'know, it's a shame, because you and Lowell would've made a great couple.	"[[""Y'know"", ',', 'it', ""'s"", 'a', 'shame', ',', 'because', 'you', 'and', 'Lowell', 'would', ""'ve"", 'made', 'a', 'great', 'couple', '.']]"	Neutral	s01e08c07u008
s01	e08	c07	u009	['Chandler Bing']	Lowell? Financial Services' Lowell, that's who you saw me with?	"[['Lowell', '?'], ['Financial', 'Services', ""'"", 'Lowell', ',', 'that', ""'s"", 'who', 'you', 'saw', 'me', 'with', '?']]"	Neutral	s01e08c07u009
s01	e08	c07	u010	['Shelley']	What? He's cute!	"[['What', '?'], ['He', ""'s"", 'cute', '!']]"	Joyful	s01e08c07u010
s01	e08	c07	u011	['Chandler Bing']	Well, yeah... 's'no Brian in Payroll.	"[['Well', ',', 'yeah', '...'], [""'"", ""s'no"", 'Brian', 'in', 'Payroll', '.']]"	Joyful	s01e08c07u011
s01	e08	c07	u012	['Shelley']	Is Brian...?	[['Is', 'Brian', '...?']]	Neutral	s01e08c07u012
s01	e08	c07	u013	['Chandler Bing']	No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him.	"[['No', '!'], ['Uh', ',', 'I', ""d'know"", '!'], ['The', 'point', 'is', ',', 'if', 'you', 'were', 'gon', 'na', 'set', 'me', 'up', 'with', 'someone', ',', 'I', ""'d"", 'like', 'to', 'think', 'you', ""'d"", 'set', 'me', 'up', 'with', 'someone', 'like', 'him', '.']]"	Neutral	s01e08c07u013
s01	e08	c07	u014	['Shelley']	Well, I think Brian's a little out of your league.	"[['Well', ',', 'I', 'think', 'Brian', ""'s"", 'a', 'little', 'out', 'of', 'your', 'league', '.']]"	Neutral	s01e08c07u014
s01	e08	c07	u015	['Chandler Bing']	Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.	"[['Excuse', 'me', '?'], ['You', 'do', ""n't"", 'think', 'I', 'could', 'get', 'a', 'Brian', '?'], ['Because', 'I', 'could', 'get', 'a', 'Brian', '.'], ['Believe', 'you', 'me', '.'], ['...'], ['I', ""'m"", 'really', 'not', '.']]"	Neutral	s01e08c07u015
s01	e08	c08	u001	['Ross Geller']	This one?	[['This', 'one', '?']]	Neutral	s01e08c08u001
s01	e08	c08	u002	['Aunt Lillian']	No.	[['No', '.']]	Neutral	s01e08c08u002
s01	e08	c08	u003	['Ross Geller']	I have shown you everything we have. Unless you want your mother to spend eternity in a lemon yellow pant-suit, go with the burgundy.	[['I', 'have', 'shown', 'you', 'everything', 'we', 'have', '.'], ['Unless', 'you', 'want', 'your', 'mother', 'to', 'spend', 'eternity', 'in', 'a', 'lemon', 'yellow', 'pant', '-', 'suit', ',', 'go', 'with', 'the', 'burgundy', '.']]	Joyful	s01e08c08u003
s01	e08	c08	u004	['Aunt Lillian']	You know, whatever we pick, she would've told us it's the wrong one.	"[['You', 'know', ',', 'whatever', 'we', 'pick', ',', 'she', 'would', ""'ve"", 'told', 'us', 'it', ""'s"", 'the', 'wrong', 'one', '.']]"	Joyful	s01e08c08u004
s01	e08	c08	u005	['Judy Geller']	You're right. We'll go with the burgundy.	"[['You', ""'re"", 'right', '.'], ['We', ""'ll"", 'go', 'with', 'the', 'burgundy', '.']]"	Neutral	s01e08c08u005
s01	e08	c08	u006	['Ross Geller']	Oh! A fine choice. I'm coming out.	"[['Oh', '!'], ['A', 'fine', 'choice', '.'], ['I', ""'m"", 'coming', 'out', '.']]"	Powerful	s01e08c08u006
s01	e08	c08	u007	['Aunt Lillian']	Wait! We need shoes!	[['Wait', '!'], ['We', 'need', 'shoes', '!']]	Powerful	s01e08c08u007
s01	e08	c08	u009	['Ross Geller']	Okay. Um, how about these?	[['Okay', '.'], ['Um', ',', 'how', 'about', 'these', '?']]	Scared	s01e08c08u009
s01	e08	c08	u010	['Judy Geller']	That's really a day shoe.	"[['That', ""'s"", 'really', 'a', 'day', 'shoe', '.']]"	Neutral	s01e08c08u010
s01	e08	c08	u011	['Ross Geller']	And where she's going everyone else'll be dressier?	"[['And', 'where', 'she', ""'s"", 'going', 'everyone', 'else', ""'ll"", 'be', 'dressier', '?']]"	Neutral	s01e08c08u011
s01	e08	c08	u012	['Aunt Lillian']	Could we see something in a slimmer heel?	[['Could', 'we', 'see', 'something', 'in', 'a', 'slimmer', 'heel', '?']]	Neutral	s01e08c08u012
s01	e08	c08	u013	['Ross Geller']	Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work.	[['Okay', ',', 'I', 'have', 'nothing', 'in', 'an', 'evening', 'shoe', 'in', 'the', 'burgundy', '.'], ['I', 'can', 'show', 'you', 'something', 'in', 'a', 'silver', 'that', 'may', 'work', '.']]	Neutral	s01e08c08u013
s01	e08	c08	u014	['Aunt Lillian']	No, it really should be burgundy.	[['No', ',', 'it', 'really', 'should', 'be', 'burgundy', '.']]	Joyful	s01e08c08u014
s01	e08	c08	u015	['Judy Geller']	Mm. Unless we go with a different dress?	[['Mm.', 'Unless', 'we', 'go', 'with', 'a', 'different', 'dress', '?']]	Neutral	s01e08c08u015
s01	e08	c08	u016	['Ross Geller']	No! Nonono, wait a sec. I may have something in the back.	[['No', '!'], ['Nonono', ',', 'wait', 'a', 'sec', '.'], ['I', 'may', 'have', 'something', 'in', 'the', 'back', '.']]	Neutral	s01e08c08u016
s01	e08	c08	u018	['Ross Geller']	Oh my God..	[['Oh', 'my', 'God', '..']]	Mad	s01e08c08u018
s01	e08	c08	u019	['Judy Geller']	Is everything all right, dear?	[['Is', 'everything', 'all', 'right', ',', 'dear', '?']]	Scared	s01e08c08u019
s01	e08	c08	u020	['Ross Geller']	Yeah, just... just Nana stuff.	[['Yeah', ',', 'just', '...'], ['just', 'Nana', 'stuff', '.']]	Neutral	s01e08c08u020
s01	e08	c09	u001	['Ross Geller']	How we doing, you guys ready?	[['How', 'we', 'doing', ',', 'you', 'guys', 'ready', '?']]	Joyful	s01e08c09u001
s01	e08	c09	u002	['Monica Geller']	Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?	[['Mom', 'already', 'called', 'this', 'morning', 'to', 'remind', 'me', 'not', 'to', 'wear', 'my', 'hair', 'up', '.'], ['Did', 'you', 'know', 'my', 'ears', 'are', 'not', 'my', 'best', 'feature', '?']]	Mad	s01e08c09u002
s01	e08	c09	u003	['Ross Geller']	Some days it's all I can think about.	"[['Some', 'days', 'it', ""'s"", 'all', 'I', 'can', 'think', 'about', '.']]"	Neutral	s01e08c09u003
s01	e08	c09	u004	['Phoebe Buffay']	Hi, sorry I'm late, I couldn't find my bearings.	"[['Hi', ',', 'sorry', 'I', ""'m"", 'late', ',', 'I', 'could', ""n't"", 'find', 'my', 'bearings', '.']]"	Neutral	s01e08c09u004
s01	e08	c09	u005	['Rachel Green']	Oh, you-you mean your earrings?	[['Oh', ',', 'you', '-', 'you', 'mean', 'your', 'earrings', '?']]	Scared	s01e08c09u005
s01	e08	c09	u006	['Phoebe Buffay']	What'd I say?	"[['What', ""'d"", 'I', 'say', '?']]"	Neutral	s01e08c09u006
s01	e08	c09	u007	['Rachel Green']	Hm-m.	[['Hm', '-', 'm.']]	Neutral	s01e08c09u007
s01	e08	c09	u008	['Monica Geller']	Are these the shoes?	[['Are', 'these', 'the', 'shoes', '?']]	Neutral	s01e08c09u008
s01	e08	c09	u009	['Rachel Green']	Yes. Paolo sent them from Italy.	[['Yes', '.'], ['Paolo', 'sent', 'them', 'from', 'Italy', '.']]	Powerful	s01e08c09u009
s01	e08	c09	u010	['Ross Geller']	What, we-uh- we don't have shoes here, or...?	"[['What', ',', 'we', '-', 'uh', '-', 'we', 'do', ""n't"", 'have', 'shoes', 'here', ',', 'or', '...?']]"	Powerful	s01e08c09u010
s01	e08	c09	u011	['Joey Tribbiani']	Morning. We ready to go?	[['Morning', '.'], ['We', 'ready', 'to', 'go', '?']]	Peaceful	s01e08c09u011
s01	e08	c09	u012	['Chandler Bing']	Well, don't we look nice all dressed up?...It's stuff like that, isn't it?	"[['Well', ',', 'do', ""n't"", 'we', 'look', 'nice', 'all', 'dressed', 'up', '?'], ['...'], ['It', ""'s"", 'stuff', 'like', 'that', ',', 'is', ""n't"", 'it', '?']]"	Neutral	s01e08c09u012
s01	e08	c10	u001	['Monica Geller']	It was a really beautiful service.	[['It', 'was', 'a', 'really', 'beautiful', 'service', '.']]	Joyful	s01e08c10u001
s01	e08	c10	u002	['Judy Geller']	It really was. Oh, c'mere, sweetheart. Y'know, I think it might be time for you to start using night cream.	"[['It', 'really', 'was', '.'], ['Oh', ',', ""c'mere"", ',', 'sweetheart', '.'], [""Y'know"", ',', 'I', 'think', 'it', 'might', 'be', 'time', 'for', 'you', 'to', 'start', 'using', 'night', 'cream', '.']]"	Neutral	s01e08c10u002
s01	e08	c10	u004	['Joey Tribbiani']	What?	[['What', '?']]	Neutral	s01e08c10u004
s01	e08	c10	u005	['Chandler Bing']	Nothing, just your overcoat sounds remarkably like Brent Mussberger.	[['Nothing', ',', 'just', 'your', 'overcoat', 'sounds', 'remarkably', 'like', 'Brent', 'Mussberger', '.']]	Neutral	s01e08c10u005
s01	e08	c10	u006	['Joey Tribbiani']	Check it out, Giants-Cowboys.	[['Check', 'it', 'out', ',', 'Giants', '-', 'Cowboys', '.']]	Neutral	s01e08c10u006
s01	e08	c10	u007	['Chandler Bing']	You're watching a football game at a funeral?	"[['You', ""'re"", 'watching', 'a', 'football', 'game', 'at', 'a', 'funeral', '?']]"	Neutral	s01e08c10u007
s01	e08	c10	u008	['Joey Tribbiani']	No, it's the pre-game. I'm gonna watch it at the reception.	"[['No', ',', 'it', ""'s"", 'the', 'pre-game', '.'], ['I', ""'m"", 'gon', 'na', 'watch', 'it', 'at', 'the', 'reception', '.']]"	Neutral	s01e08c10u008
s01	e08	c10	u009	['Chandler Bing']	You are a frightening, frightening man.	[['You', 'are', 'a', 'frightening', ',', 'frightening', 'man', '.']]	Scared	s01e08c10u009
s01	e08	c10	u011	['Rachel Green']	Oh no! My new Paolo shoes!	[['Oh', 'no', '!'], ['My', 'new', 'Paolo', 'shoes', '!']]	Mad	s01e08c10u011
s01	e08	c10	u012	['Ross Geller']	Oh, I hope they're not ruined.	"[['Oh', ',', 'I', 'hope', 'they', ""'re"", 'not', 'ruined', '.']]"	Neutral	s01e08c10u012
s01	e08	c10	u013	['Phoebe Buffay']	God, what a great day. ...What? Weather-wise!	[['God', ',', 'what', 'a', 'great', 'day', '.'], ['...'], ['What', '?'], ['Weather', '-', 'wise', '!']]	Joyful	s01e08c10u013
s01	e08	c10	u014	['Ross Geller']	I know, uh, the air, the-the trees... even though Nana's gone there's, there's something almost, uh- I dunno, almost life-aff-	"[['I', 'know', ',', 'uh', ',', 'the', 'air', ',', 'the', '-', 'the', 'trees', '...'], ['even', 'though', 'Nana', ""'s"", 'gone', 'there', ""'s"", ',', 'there', ""'s"", 'something', 'almost', ',', 'uh', '-', 'I', 'du', 'n', 'no', ',', 'almost', 'life', '-', 'aff', '-']]"	Sad	s01e08c10u014
s01	e08	c10	u015	['#ALL#']	God! Ross!	[['God', '!'], ['Ross', '!']]	Mad	s01e08c10u015
s01	e08	c10	u016	['Ross Geller']	I'm fine. Just-just... having my worst fear realised...	"[['I', ""'m"", 'fine', '.'], ['Just', '-', 'just', '...'], ['having', 'my', 'worst', 'fear', 'realised', '...']]"	Neutral	s01e08c10u016
s01	e08	c12	u001	['Rachel Green']	Hey, who's this little naked guy?	"[['Hey', ',', 'who', ""'s"", 'this', 'little', 'naked', 'guy', '?']]"	Scared	s01e08c12u001
s01	e08	c12	u002	['Ross Geller']	That little naked guy would be me.	[['That', 'little', 'naked', 'guy', 'would', 'be', 'me', '.']]	Mad	s01e08c12u002
s01	e08	c12	u003	['Rachel Green']	Aww, look at the little thing.	[['Aww', ',', 'look', 'at', 'the', 'little', 'thing', '.']]	Joyful	s01e08c12u003
s01	e08	c12	u004	['Ross Geller']	Yes, yes, fine, that is my penis. Can we be grown-ups now?	[['Yes', ',', 'yes', ',', 'fine', ',', 'that', 'is', 'my', 'penis', '.'], ['Can', 'we', 'be', 'grown', '-', 'ups', 'now', '?']]	Joyful	s01e08c12u004
s01	e08	c12	u005	['Chandler Bing']	Who are those people?	[['Who', 'are', 'those', 'people', '?']]	Scared	s01e08c12u005
s01	e08	c12	u006	['Ross Geller']	Got me.	[['Got', 'me', '.']]	Neutral	s01e08c12u006
s01	e08	c12	u007	['Monica Geller']	Oh, that's Nana, right there in the middle. 'Me and the gang at Java Joe's'.	"[['Oh', ',', 'that', ""'s"", 'Nana', ',', 'right', 'there', 'in', 'the', 'middle', '.'], [""'"", 'Me', 'and', 'the', 'gang', 'at', 'Java', 'Joe', ""'s"", ""'"", '.']]"	Joyful	s01e08c12u007
s01	e08	c12	u008	['Rachel Green']	Wow, Monica, you look just like your grandmother. How old was she there?	[['Wow', ',', 'Monica', ',', 'you', 'look', 'just', 'like', 'your', 'grandmother', '.'], ['How', 'old', 'was', 'she', 'there', '?']]	Scared	s01e08c12u008
s01	e08	c12	u009	['Monica Geller']	Let's see, 1939... yeah, 24, 25?	"[['Let', ""'s"", 'see', ',', '1939', '...'], ['yeah', ',', '24', ',', '25', '?']]"	Neutral	s01e08c12u009
s01	e08	c12	u010	['Ross Geller']	Looks like a fun gang.	[['Looks', 'like', 'a', 'fun', 'gang', '.']]	Joyful	s01e08c12u010
s01	e08	c12	u011	['Joey Tribbiani']	Ooh, look-look-look-look-look! I got Monica naked!	[['Ooh', ',', 'look', '-', 'look', '-', 'look', '-', 'look', '-', 'look', '!'], ['I', 'got', 'Monica', 'naked', '!']]	Joyful	s01e08c12u011
s01	e08	c12	u012	['Ross Geller']	Nono, that would be me again. I'm, uh, just trying something.	"[['Nono', ',', 'that', 'would', 'be', 'me', 'again', '.'], ['I', ""'m"", ',', 'uh', ',', 'just', 'trying', 'something', '.']]"	Mad	s01e08c12u012
s01	e08	c13	u001	['Chandler Bing']	Hey, Lowell.	[['Hey', ',', 'Lowell', '.']]	Neutral	s01e08c13u001
s01	e08	c13	u002	['Lowell']	Hey, Chandler.	[['Hey', ',', 'Chandler', '.']]	Neutral	s01e08c13u002
s01	e08	c13	u003	['Chandler Bing']	So how's it going there in Financial Services?	"[['So', 'how', ""'s"", 'it', 'going', 'there', 'in', 'Financial', 'Services', '?']]"	Neutral	s01e08c13u003
s01	e08	c13	u004	['Lowell']	It's like Mardi Gras without the paper mache heads. How 'bout you?	"[['It', ""'s"", 'like', 'Mardi', 'Gras', 'without', 'the', 'paper', 'mache', 'heads', '.'], ['How', ""'"", 'bout', 'you', '?']]"	Neutral	s01e08c13u004
s01	e08	c13	u005	['Chandler Bing']	Good, good. Listen, heh, I dunno what Shelley told you about me, but, uh... I'm not.	"[['Good', ',', 'good', '.'], ['Listen', ',', 'heh', ',', 'I', 'du', 'n', 'no', 'what', 'Shelley', 'told', 'you', 'about', 'me', ',', 'but', ',', 'uh', '...'], ['I', ""'m"", 'not', '.']]"	Neutral	s01e08c13u005
s01	e08	c13	u006	['Lowell']	I know. That's what I told her.	"[['I', 'know', '.'], ['That', ""'s"", 'what', 'I', 'told', 'her', '.']]"	Neutral	s01e08c13u006
s01	e08	c13	u007	['Chandler Bing']	Really.	[['Really', '.']]	Neutral	s01e08c13u007
s01	e08	c13	u008	['Lowell']	Yeah.	[['Yeah', '.']]	Neutral	s01e08c13u008
s01	e08	c13	u009	['Chandler Bing']	So- you can tell?	[['So', '-', 'you', 'can', 'tell', '?']]	Neutral	s01e08c13u009
s01	e08	c13	u010	['Lowell']	Pretty much, most of the time. We have a kind of... radar.	[['Pretty', 'much', ',', 'most', 'of', 'the', 'time', '.'], ['We', 'have', 'a', 'kind', 'of', '...'], ['radar', '.']]	Neutral	s01e08c13u010
s01	e08	c13	u011	['Chandler Bing']	So you don't think I have a, a quality?	"[['So', 'you', 'do', ""n't"", 'think', 'I', 'have', 'a', ',', 'a', 'quality', '?']]"	Neutral	s01e08c13u011
s01	e08	c13	u012	['Lowell']	Speaking for my people, I'd have to say no. By the way, your friend Brian from Payroll, he is.	"[['Speaking', 'for', 'my', 'people', ',', 'I', ""'d"", 'have', 'to', 'say', 'no', '.'], ['By', 'the', 'way', ',', 'your', 'friend', 'Brian', 'from', 'Payroll', ',', 'he', 'is', '.']]"	Neutral	s01e08c13u012
s01	e08	c13	u013	['Chandler Bing']	He is?	[['He', 'is', '?']]	Neutral	s01e08c13u013
s01	e08	c13	u014	['Lowell']	Yup, and waaay out of your league.	[['Yup', ',', 'and', 'waaay', 'out', 'of', 'your', 'league', '.']]	Neutral	s01e08c13u014
s01	e08	c13	u015	['Chandler Bing']	Out of my league. I could get a Brian. If I wanted to get a Brian, I could get a Brian. Hey, Brian.	[['Out', 'of', 'my', 'league', '.'], ['I', 'could', 'get', 'a', 'Brian', '.'], ['If', 'I', 'wanted', 'to', 'get', 'a', 'Brian', ',', 'I', 'could', 'get', 'a', 'Brian', '.'], ['Hey', ',', 'Brian', '.']]	Mad	s01e08c13u015
s01	e09	c01	u001	['Rachel Green']	Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?	"[['Terry', ',', 'I', ',', 'I', ',', 'I', 'know', 'that', 'I', 'have', ""n't"", 'worked', 'here', 'very', 'long', ',', 'but', 'I', 'was', 'wondering', ',', 'do', 'you', 'think', 'it', 'would', 'be', 'possible', 'if', 'I', 'got', 'a', '$', '100', 'advance', 'in', 'my', 'salary', '?']]"	Peaceful	s01e09c01u001
s01	e09	c01	u002	['Terry']	An advance?	[['An', 'advance', '?']]	Neutral	s01e09c01u002
s01	e09	c01	u003	['Rachel Green']	It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job.	"[['It', ""'s"", 'so', 'that', 'I', 'can', 'spend', 'Thanksgiving', 'with', 'my', 'family', '.'], ['See', ',', 'every', 'year', 'we', 'go', 'skiing', 'in', 'Vail', ',', 'and', 'normally', 'my', 'father', 'pays', 'for', 'my', 'ticket', ',', 'but', 'I', 'sort', 'of', 'started', 'the', 'whole', 'independence', 'thing', ',', 'you', 'know', ',', 'which', 'is', 'actually', 'why', 'I', 'took', 'this', 'job', '.']]"	Neutral	s01e09c01u003
s01	e09	c01	u004	['Terry']	Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.	"[['Rachel', ',', 'Rachel', ',', 'sweetheart', '.'], ['You', ""'re"", 'a', 'terrible', ',', 'terrible', 'waitress', '.'], ['Really', ',', 'really', 'awful', '.']]"	Mad	s01e09c01u004
s01	e09	c01	u005	['Rachel Green']	Ok, I, I hear what you're sayin'. I'm with you. Um, but I, but I'm trying really hard. And I think I'm doing better. I really do. Does anybody need coffee? Oh, look at that.	"[['Ok', ',', 'I', ',', 'I', 'hear', 'what', 'you', ""'re"", 'sayin', ""'"", '.'], ['I', ""'m"", 'with', 'you', '.'], ['Um', ',', 'but', 'I', ',', 'but', 'I', ""'m"", 'trying', 'really', 'hard', '.'], ['And', 'I', 'think', 'I', ""'m"", 'doing', 'better', '.'], ['I', 'really', 'do', '.'], ['Does', 'anybody', 'need', 'coffee', '?'], ['Oh', ',', 'look', 'at', 'that', '.']]"	Powerful	s01e09c01u005
s01	e09	c03	u001	['Ross Geller']	Hi, is uh, is Carol here?	[['Hi', ',', 'is', 'uh', ',', 'is', 'Carol', 'here', '?']]	Neutral	s01e09c03u001
s01	e09	c03	u002	['Susan Bunch']	No, she's at a faculty meeting.	"[['No', ',', 'she', ""'s"", 'at', 'a', 'faculty', 'meeting', '.']]"	Neutral	s01e09c03u002
s01	e09	c03	u003	['Ross Geller']	Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.	[['Oh', ',', 'I', 'uh', ',', 'just', 'came', 'by', 'to', 'pick', 'up', 'my', 'skull', '.'], ['Well', ',', 'not', 'mine', ',', 'but', '...'], ['Susan', ':', 'Come', 'in.']]	Neutral	s01e09c03u003
